date_q,scale__total_gdp_deflator,scale__real_gdp_index,scale__nominal_gdp_index,scale__gross_operating_surplus,scale__compensation_of_employees,scale__taxes_less_subsidies,scale__property_income_net_row,scale__gross_national_income,scale__unemployment_rate,scale__avg_annual_unemployment_rate,scale__yoy_change_perc,scale__employment_rate,scale__real_gdp_index_seasonally_adjusted,scale__cpi_index,scale__inflation_index,scale__core_inflation_index,scale__Deflators of gross domestic product by final use categories,scale__avg_wage_uah,scale__monthly_agri_exp_index,scale__industrial_production_index,scale__ppi_index,scale__ppi_mom_growth,scale__ppi_yoy_growth,scale__inflation_index_seasonally_adjusted,scale__inflation_index_lag1,scale__inflation_index_lag2,scale__inflation_index_lag4,scale__core_inflation_index_lag1,scale__core_inflation_index_lag2,scale__core_inflation_index_lag4,scale__cpi_index_lag1,scale__cpi_index_lag2,scale__cpi_index_lag4,scale__total_gdp_deflator_lag1,scale__total_gdp_deflator_lag2,scale__total_gdp_deflator_lag4,scale__avg_wage_uah_lag1,scale__avg_wage_uah_lag2,scale__avg_wage_uah_lag4,scale__ppi_index_lag1,scale__ppi_index_lag2,scale__ppi_index_lag4,scale__total_gdp_deflator_qoq,scale__total_gdp_deflator_yoy,scale__total_gdp_deflator_diff,scale__nominal_gdp_index_qoq,scale__nominal_gdp_index_yoy,scale__nominal_gdp_index_diff,scale__avg_wage_uah_qoq,scale__avg_wage_uah_yoy,scale__avg_wage_uah_diff,scale__ppi_index_qoq,scale__ppi_index_yoy,scale__ppi_index_diff,scale__inflation_index_mean4,scale__inflation_index_std4,scale__ppi_index_mean4,scale__ppi_index_std4,scale__avg_wage_uah_mean4,scale__avg_wage_uah_std4,scale__real_wage_index,scale__gdp_gap,scale__inflation_gap,scale__ppi_infl_gap_interact,ohe__quarter_period_2016Q2,ohe__quarter_period_2016Q3,ohe__quarter_period_2016Q4,ohe__quarter_period_2017Q1,ohe__quarter_period_2017Q2,ohe__quarter_period_2017Q3,ohe__quarter_period_2017Q4,ohe__quarter_period_2018Q1,ohe__quarter_period_2018Q2,ohe__quarter_period_2018Q3,ohe__quarter_period_2018Q4,ohe__quarter_period_2019Q1,ohe__quarter_period_2019Q2,ohe__quarter_period_2019Q3,ohe__date_2016-04-01,ohe__date_2016-07-01,ohe__date_2016-10-01,ohe__date_2017-01-01,ohe__date_2017-04-01,ohe__date_2017-07-01,ohe__date_2017-10-01,ohe__date_2018-01-01,ohe__date_2018-04-01,ohe__date_2018-07-01,ohe__date_2018-10-01,ohe__date_2019-01-01,ohe__date_2019-04-01,ohe__date_2019-07-01
2016-04-01,-0.10000000000000142,-0.9682539682539687,-2.431428571428574,-0.8545775698367674,-0.9535276289993821,-1.2554794914571707,2.0351131513247966,-1.1449790119470455,0.4358974358974357,0.11235955056179768,0.16909535107672205,-0.07476635514018622,-0.969943731698605,-1.1770599059497042,-1.5119047619047918,-1.2147239263803378,-0.3609271523178822,-0.9923402822591959,0.5686274509803935,-0.3609271523178822,0.28469750889679285,-1.26236385137694,0.7137282769277601,0.4081632653061155,0.8510638297871878,-1.4468085106384367,6.101694915254143,0.14689265536719778,-0.36734693877553437,2.0858895705520664,-1.0758441037972155,-0.9404030793183997,-0.7307089517839036,0.7174887892376678,3.70925110132159,2.2841225626740944,-0.9772730459165793,-0.7384989999130361,-0.7071387019030998,2.1556886227544925,-1.1017964071856179,-0.4657534246575421,-1.378649851176623,-1.29779025069538,-1.4719999999999989,-1.3801052717659539,-1.2189666060909095,-1.3251173708920108,0.1442816328976785,0.15986431619786048,-0.14640883977900523,-0.9833762857678916,0.7379581244137925,-1.008576329331059,-0.9756097560976306,0.025685683411465703,-0.15936254980079162,2.119167185019137,-0.887755171452088,-1.191710178012847,-1.0907094632401204,-0.10081089936694691,-0.173913043478292,-0.009768365752457191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,-0.06666666666666761,-0.8236331569664902,-2.1133333333333386,-0.006178247328784098,-0.9133582729706545,-1.38403420966845,0.3255214625110735,-0.7017900506884884,-0.5384615384615383,0.11235955056179768,-0.7512366106291922,1.021806853582555,-0.825663968410385,-1.0920057248006543,0.6309523809523858,0.20858895705523192,0.711920529801325,-0.968210768496956,-0.27450980392157387,0.711920529801325,1.9074733096085401,0.5613895253492088,2.0203244849154496,0.4081632653061155,-2.8085106382979372,0.8510638297871878,-1.1751412429378452,-1.2994350282486111,0.1768707482992798,0.22085889570554368,-0.9524095781985789,-0.7999308018337526,-0.7211210472941835,-0.26905829596412545,0.5903083700440547,2.1169916434540386,-0.8320224325271645,-0.7245847464996957,-0.6407656721792846,0.14371257485030153,2.1556886227544925,-1.2602739726027246,0.34766526359065936,-1.19855504035163,0.35200000000000004,0.3468385450893496,-1.1186781444109315,0.3133802816901336,-0.7602878840248533,-0.18668825397694142,-0.7744984006978786,0.9339553541766588,2.054812557527387,0.9262435677530068,0.08362369337976296,0.2735114891537734,0.9986719787516251,1.8784590763281013,-0.8068893741199521,-1.7120536278710425,-1.103731595945391,-0.0669190935661909,1.681159420289992,7.291024789584189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,0.28333333333333144,-0.6766607877718988,-1.336190476190479,0.14207443256886598,-0.8118678945140906,-0.9260388502176455,1.2306515261335267,-0.4636974510549434,0.641025641025641,0.11235955056179768,1.372656637642658,0.7850467289719633,-0.678961138028238,-0.8487016969944793,0.5119047619047513,-0.6993865030674685,0.01655629139072481,-0.7536825566061559,0.49019607843137714,0.01655629139072481,0.24199288256227577,-0.9801994192969832,1.2337849349265353,0.4081632653061155,1.0212765957446253,-2.8085106382979372,-0.768361581920964,0.01129943502825784,-1.564625850340172,-0.36809815950921154,-0.8690511972748229,-0.6933656258109179,-0.6584309025537021,-0.23318385650224152,-0.37885462555065946,1.972144846796659,-0.8079074658254473,-0.5958779024262979,-0.49427961993407027,1.508982035928151,0.14371257485030153,-1.2602739726027246,0.9484155498589901,-0.9752657879647229,0.9599999999999966,0.9478525910431841,-0.8929298072466166,0.8791079812206514,0.502801637738869,-0.022368229769317842,0.212125617912184,-0.6472967174446704,1.1613383552666463,-0.6586620926243688,0.8222996515679621,0.27139063643578903,1.53519256308094,0.6605623710676432,-0.7099837424919565,-0.6456091731488776,-0.8217426413484298,0.2827950182505995,3.536231884058276,-12.60882382705935,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,1.833333333333331,-0.5296884185773072,1.1933333333333307,-0.8452833643508499,-0.6150879941104835,-0.37193426527833706,-0.05162277522751067,-0.9509489045516467,-0.1282051282051282,1.1460674157303383,-0.0820713837723134,0.3738317757009346,-0.5295435750686326,-0.6291147004702515,0.3452380952380711,0.4049079754601265,-0.5463576158940431,-0.5518363682276031,1.098039215686287,-0.5463576158940431,0.08540925266904636,-1.1645644854772887,-0.9489098518470588,0.6530612244897508,0.808510638297792,1.0212765957446253,0.45197740112991086,-0.8248587570621673,0.013605442176881954,0.12269938650301472,-0.6305981364592729,-0.621399532912379,-0.5087120862911406,0.14349775784753305,-0.3436123348017603,0.0,-0.5935085874518053,-0.5745095846843826,-0.47876672484002325,0.1077844311377287,1.508982035928151,2.4657534246575303,3.172795575425924,0.9871788307036179,3.2639999999999945,3.16881180801059,0.9869178512244583,3.0387323943661713,0.27465211393924865,0.9019321341291202,0.14640883977900523,0.0702236609123049,-0.9393912051645295,0.06861063464837011,0.710801393728199,0.22532381108219862,0.5683930942894986,-0.18494350295721884,-0.5679516220095371,0.180069574850622,-0.5711733987534985,1.8334773849769195,0.5217391304347773,0.2905747560587693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,0.8666666666666648,-0.38036449147560103,0.08285714285713788,-0.5821979975154417,-0.26111378668988744,-0.8376383056242689,1.3271321575259725,-0.5641764410299718,0.1282051282051282,1.1460674157303383,-0.2732314391504461,-0.09968847352024889,-0.38100381303541303,-0.42465753424657454,0.05952380952383756,-0.7730061349693039,-0.01655629139072481,-0.3364664291125389,-0.6470588235294098,-0.01655629139072481,-0.5409252669038955,0.4696293526005709,-0.04669015121503929,0.6530612244897508,0.51063829787224,0.808510638297792,-1.4915254237288214,0.19209039548022916,-0.9931972789115938,-1.4478527607361513,-0.41538923955515517,-0.4155349883228101,-0.3951322946436813,1.8116591928251102,0.026431718061675023,-0.612813370473538,-0.39178408692604294,-0.3845303318300971,-0.3352724452200891,-0.023952095808371678,0.1077844311377287,0.1643835616438377,-1.3849926462649362,0.9853161590336669,-1.5679999999999978,-1.3857900825540603,0.9852472129064725,-1.4471830985915428,0.23775980037109098,0.9826662223614276,0.2164873509741206,-0.15845466521230597,-0.04530637324027332,-0.1578044596912533,1.6306620209059242,-1.1159934048451374,0.2602921646746432,0.2644978347641073,-0.408940949193587,1.281580654106624,-0.29963763503760266,0.8663150582142078,2.608695652174233,-3.2721064312623533,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,0.9166666666666643,-0.22868900646678356,0.4523809523809524,0.3812676298671061,-0.18509491818404414,-0.4342173387792671,-0.1264395586695659,0.034922133081642284,-0.1282051282051282,1.1460674157303383,0.3569944585277305,0.0747663551401871,-0.22965677072323273,-0.2905336332038437,0.05952380952383756,0.5521472392637975,1.122516556291393,-0.30246064925226557,-0.07843137254902469,1.122516556291393,0.626334519572954,0.37428126782051124,-0.2782975211487188,0.6530612244897508,0.0,0.51063829787224,0.542372881355893,-0.8926553672316565,0.2312925170068076,-0.024539877300611315,-0.21500851618074276,-0.22973791194533416,-0.31842905872591537,0.7713004484304924,1.665198237885464,-0.5905292479108636,-0.17654398878373653,-0.2057818692308649,-0.3114490706113744,-0.5508982035927936,-0.023952095808371678,1.7260273972602782,0.3747888725312001,0.9929039592807124,0.3839999999999982,0.3735414332566027,0.9927224974889526,0.37676056338028296,-0.7559108022892407,0.9867602341142818,-0.7233207327711546,0.7182975477788167,-0.27308884190877036,0.7066895368782083,1.2961672473867298,-1.158272032438776,-0.21779548472776786,-1.0627200308908045,-0.2475358651511132,0.2364408351164558,-0.3433238402056388,0.9151033675603123,-0.5217391304347275,-0.017018785306151845,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,0.8166666666666652,-0.07701352145796608,0.6028571428571413,0.500842129522204,0.015362686864854083,0.13426911350169707,0.05162277522751067,0.2904738886458168,1.7692307692307696,1.1460674157303383,0.7881051184806814,0.6105919003115273,-0.07824242099178115,-0.12001635657329816,-0.05952380952381726,0.2576687116564556,-0.26158940397351077,-0.01717123537498948,0.8725490196078568,-0.26158940397351077,1.608540925266896,1.033168570362894,1.132644418422446,0.6530612244897508,0.0,0.0,0.429378531073396,0.32768361581920763,-1.0748299319728158,-0.9325153374232927,-0.08355876164712946,-0.05674249632384719,-0.09901355213423055,0.825112107623317,0.6431718061674022,-0.35654596100278607,-0.14255871012968815,-0.015057209943721814,-0.09964264938086928,0.4311377245509046,-0.5508982035927936,0.12328767123288119,0.10379089506450466,0.7602686982742022,0.09600000000000125,0.10360844699421488,0.760036785279995,0.10680751173708464,0.4581464907966976,0.9489483130510773,0.5788019773189872,0.6211539512084148,1.1109914435900594,0.6174957118353311,0.9616724738675829,-1.2489135338220791,0.2921646746347725,-0.055302845561677014,-0.06897536885496806,0.40542193559385264,0.06798582916915995,0.8163910889703994,-0.11594202898553628,0.9163707858014125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,-0.11666666666666951,0.07701352145796608,-0.5057142857142859,-0.6146393207400638,-0.015362686864854083,-0.10941724673531611,-1.093178706611903,-0.4813132770212823,0.3333333333333335,-0.11235955056179768,0.3624819449943842,-0.41121495327102775,0.07824242099178115,0.12001635657329816,-0.0833333333333401,0.20858895705523192,-0.6390728476821235,0.01717123537498948,0.31372549019608204,-0.6390728476821235,-0.6832740213523102,-0.10752237055236448,-0.007053339021522137,-0.40816326530615804,-0.2127659574468695,0.0,0.271186440677908,0.05649717514125067,0.39455782312925186,0.1717791411042792,0.08355876164712946,0.05674249632384719,0.09901355213423055,0.7174887892376678,0.6960352422907498,0.6796657381615597,0.14255871012968785,0.015057209943721814,0.09964264938086928,1.2574850299401206,0.4311377245509046,-0.027397260273959324,-1.408885430770564,-0.40332595997054954,-1.5040000000000016,-1.4091783718567805,-0.4034681798615594,-1.4448356807511626,-0.7739268950020711,0.04858834294162649,-0.7215760395463799,-0.9494395084553163,-0.016215829591417714,-0.9605488850771962,0.710801393728199,-1.4174478996485573,0.00531208499335489,0.3405383146169107,0.06897536885496806,-0.180069574850622,-0.06798582916915881,-0.11735079073355119,-0.057971014492780595,-0.5436226613605963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.23333333333333192,0.2322163433274539,0.3171428571428556,-0.3324414810745794,0.3461744898968524,0.10941724673531611,0.2593218973987276,-0.011559191659040147,-0.4871794871794868,-0.11235955056179768,-0.5411667074236808,-0.4735202492211835,0.23267158221163065,0.16090778981803244,-1.7500000000000202,-1.0184049079754014,0.10264900662251417,0.2804635111248282,-0.25490196078432814,0.10264900662251417,0.14234875444837825,0.13159691367436904,0.7521114283372423,-0.40816326530615804,-0.25531914893622887,-0.2127659574468695,0.0,0.01129943502825784,0.06802721088436336,-1.0061349693251267,0.3188057308886892,0.20102067295216644,0.28339633078270565,-0.28699551569506865,0.5903083700440547,0.033426183844010846,0.17688047669120205,0.267700296920229,0.31228011856284116,-0.6706586826347235,1.2574850299401206,-0.6301369863013447,0.9501465017009666,0.18931487377024434,0.9600000000000012,0.9479160775174522,0.18924917892743995,0.9354460093896605,0.20465202985566033,0.022368229769317387,0.4648153533003777,0.551545624756364,0.7538068429838019,0.5420240137221154,-0.3484320557490519,-0.033791386733558915,0.260292164674607,0.05530284556167746,0.21854444285723965,0.7282131628990246,0.38163341982502774,0.23249381142679035,-1.2173913043479947,-1.0719737971366994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.06666666666666525,0.3885949441505007,0.35904761904761734,0.7491464263558917,0.4249240703174534,0.6011620548812058,-1.6473383264878796,0.6479375918287024,0.9487179487179485,-0.11235955056179768,0.8965972999434423,-0.4735202492211835,0.3887301438731189,0.24841545696176567,0.2976190476190457,0.5521472392637975,0.9635761589403964,0.3030218007351085,0.11764705882351613,0.9635761589403964,-0.08540925266904636,0.10752237055236448,0.007053339021522137,-0.40816326530615804,-3.234042553191531,-0.25531914893622887,0.0,-1.1186440677966014,0.013605442176881954,0.3190184049079471,0.3588818755635706,0.40411729089179177,0.4043514335761042,0.08968609865470847,-0.3964757709251103,0.06685236768802169,0.44001402032947756,0.29811287938081565,0.3458544558020999,0.023952095808371678,-0.6706586826347235,0.4931506849315131,-0.027078166085669382,0.08572005118822415,-0.03200000000000042,-0.027191298480595438,0.08587195458977825,-0.026995305164321172,-0.8346177980852421,-0.04494066244335206,-0.7826403024134925,0.03553152057731819,0.016215829591417635,0.03430531732418652,-0.2090592334494787,0.06133277275119069,-0.00531208499335489,0.09263924866111599,0.36533817657422313,-0.45820686261759414,0.34693803761948994,0.0669190935661909,0.057971014492780595,0.3911813223384111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
